name,president,president_byline,date,title,initial_joy,initial_sadness,initial_fear,initial_disgust,initial_surprise,revised_joy,revised_sadness,revised_fear,revised_disgust,revised_surprise,initial_idelogical_tilt,initial_immigration,initial_executive_power,initial_federalism,initial_security_liberty,initial_economic_regulation,initial_social_inclusion,revised_idelogical_tilt,revised_immigration,revised_executive_power,revised_federalism,revised_security_liberty,revised_economic_regulation,revised_social_inclusion
executive-order-8074-exemption-george-k-larrison-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1939-03-25,Executive Order 8074-Exemption of George K. Larrison From Compulsory Retirement for Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
executive-order-5649-authorizing-the-appointment-mrs-helen-terrill-mays,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-06-12,Executive Order 5649-Authorizing the Appointment of Mrs. Helen Terrill Mays,2.0,6.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
executive-order-7716-extension-trust-periods-indian-lands-expiring-during-calendar-year,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-09-29,Executive Order 7716-Extension of Trust Periods on Indian Lands Expiring During Calendar Year 1938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
executive-order-2741-waiving-civil-service-regulations-for-confidential-positions-under,Woodrow Wilson,28th President of the United States: 1913 ‐ 1921,1917-10-25,Executive Order 2741-Waiving Civil Service Regulations for Confidential Positions under the Trading with the Enemy Act,7.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
executive-order-13559-fundamental-principles-and-policymaking-criteria-for-partnerships,Barack Obama,44th President of the United States: 2009 ‐ 2017,2010-11-17,Executive Order 13559-Fundamental Principles and Policymaking Criteria for Partnerships With Faith-Based and Other Neighborhood Organizations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
executive-order-12225-credit-control-revocation,Jimmy Carter,39th President of the United States: 1977 ‐ 1981,1980-07-03,Executive Order 12225-Credit Control Revocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0
executive-order-5207-restoring-certain-reserved-lands-along-the-unalaklik-river-and-norton,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1929-10-12,Executive Order 5207-Restoring Certain Reserved Lands Along the Unalaklik River and on Norton Bay in Alaska and Opening Such Lands to Entry,5.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
executive-order-reestablish-the-authority-the-united-states-and-execute-the-laws-within,Andrew Johnson,17th President of the United States: 1865 ‐ 1869,1865-05-09,Executive Order-To Reestablish the Authority of the United States and Execute the Laws Within the Geographical Limits Known as the State of Virginia,7.0,4.0,3.0,3.0,1.0,8.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0
executive-order-13748-establishing-community-solutions-council,Barack Obama,44th President of the United States: 2009 ‐ 2017,2016-11-16,Executive Order 13748-Establishing a Community Solutions Council,7.0,3.0,1.0,1.0,4.0,8.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0
executive-order-10636-amendment-executive-order-no-10000-september-16-1948-prescribing,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1955-09-16,"Executive Order 10636-Amendment of Executive Order No. 10000 of September 16, 1948, Prescribing Regulations Governing Additional Compensation and Credit Granted Certain Employees of the Federal Government Serving Outside the United States",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
executive-order-14018-revocation-certain-presidential-actions,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2021-02-24,Executive Order 14018-Revocation of Certain Presidential Actions,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,-2.0,0.0,2.0,0.0,0.0,-2.0,-1.0,2.0,0.0,-2.0,0.0,0.0,2.0,1.0
executive-order-5496-public-water-restoration-no-67,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-11-22,Executive Order 5496-Public Water Restoration No. 67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-7933-inspection-income-excess-profits-and-capital-stock-tax-returns-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1938-07-14,"Executive Order 7933-A-Inspection of Income, Excess-Profits, and Capital Stock Tax Returns by the Special Committee on Un-American Activities, House of Representatives",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5491-use-eligible-registers-established-primarily-for-the-executive-civil,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-11-18,Executive Order 5491-Use of Eligible Registers Established Primarily for the Executive Civil Service of the United States for Filling Vacancies in the Municipal Service of the District of Columbia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
executive-order-13384-assignment-functions-relating-original-appointments-commissioned,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2005-07-27,Executive Order 13384-Assignment of Functions Relating to Original Appointments as Commissioned Officers and Chief Warrant Officer Appointments in the Armed Forces,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10749-creating-emergency-board-investigate-dispute-between-the-eastern-air,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1958-01-21,"Executive Order 10749-Creating an Emergency Board To Investigate a Dispute Between the Eastern Air Lines, Inc., and Certain of its Employees",1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13875-evaluating-and-improving-the-utility-federal-advisory-committees,Donald J. Trump (1st Term),45th President of the United States: 2017 ‐ 2021,2019-06-14,Executive Order 13875-Evaluating and Improving the Utility of Federal Advisory Committees,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0
executive-order-5317-suspension-executive-order-abolishing-new-bern-and-manteo-north,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-04-03,"Executive Order 5317-Suspension of Executive Order Abolishing New Bern and Manteo, North Carolina, as Customs Ports of Entry",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12351-nuclear-cooperation-with-euratom,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1982-03-09,Executive Order 12351-Nuclear Cooperation With EURATOM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
executive-order-11305-authorizing-the-secretary-army-and-the-governor-the-canal-zone,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1966-09-12,"Executive Order 11305-Authorizing the Secretary of Army and the Governor of the Canal Zone, Respectively, to Perform Certain Functions Relating to the Panama Canal and the Canal Zone",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
executive-order-83,William McKinley,25th President of the United States: 1897 ‐ 1901,1901-03-11,Executive Order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-8742-partial-revocation-executive-order-july-9-1910-creating-coal-land,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1941-04-23,"Executive Order 8742-Partial Revocation of Executive Order of July 9, 1910, Creating Coal Land Withdrawal, Montana No. 1",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0
executive-order-10361-establishing-the-whittier-defensive-sea-area-alaska,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1952-06-11,"Executive Order 10361-Establishing the Whittier Defensive Sea Area, Alaska",1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0
executive-order-6637-national-recovery-review-board,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-03-09,Executive Order 6637-National Recovery Review Board,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-14058-transforming-federal-customer-experience-and-service-delivery,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2021-12-13,Executive Order 14058-Transforming Federal Customer Experience and Service Delivery To Rebuild Trust in Government,7.0,3.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,-1.0,1.0,3.0,2.0,0.0,1.0,1.0,-1.0,2.0,3.0
executive-order-5658-form-style-and-safeguarding-executive-orders-and-proclamations,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-06-24,"Executive Order 5658-Form, Style, and Safeguarding of Executive Orders and Proclamations",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10175-amending-executive-order-no-7908-june-9-1938-and-executive-order-no,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1950-10-25,"Executive Order 10175-Amending Executive Order No. 7908 of June 9, 1938, and Executive Order No. 10046 of March 24, 1949",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-7733-exemption-margaret-m-hanna-from-compulsory-retirement-for-age,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1937-10-30,Executive Order 7733-A-Exemption of Margaret M. Hanna From Compulsory Retirement For Age,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
executive-order-9918-creating-emergency-board-investigate-disputes-between-the-alabama,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1947-12-31,"Executive Order 9918-Creating an Emergency Board to Investigate Disputes Between the Alabama, Tennessee and Northern Railroad Company and Other Carriers, and Certain of Their Employees",1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5624-regulations-governing-the-occupation-and-maintenance-certain-foreign,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-05-15,Executive Order 5624-Regulations Governing the Occupation and Maintenance of Certain Foreign Service Quarters,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13221-energy-efficient-standby-power-devices,George W. Bush,43rd President of the United States: 2001 ‐ 2009,2001-07-31,Executive Order 13221-Energy Efficient Standby Power Devices,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0
executive-order-10488-providing-for-the-issuance-regulations-governing-the-purchase,Dwight D. Eisenhower,34th President of the United States: 1953 ‐ 1961,1953-09-23,"Executive Order 10488-Providing for the Issuance of Regulations Governing the Purchase, Custody, Transfer, or Sale of Foreign Exchange by the United States",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
executive-order-5534-public-water-reserve-no-137-montana-and-nevada,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-01-21,"Executive Order 5534-Public Water Reserve No. 137, Montana and Nevada",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
executive-order-282,Grover Cleveland,22nd President of the United States: 1885 ‐ 1889,1885-11-25,Executive Order,1.0,7.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-6934-sioux-city-iowa-abolished-customs-port-entry,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-12-29,"Executive Order 6934-Sioux City, Iowa, Abolished as a Customs Port of Entry",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-13166-improving-access-services-for-persons-with-limited-english,William J. Clinton,42nd President of the United States: 1993 ‐ 2001,2000-08-11,Executive Order 13166-Improving Access to Services for Persons With Limited English Proficiency,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,-1.0,2.0,4.0
executive-order-5355-rental-and-subsistence-allowances-officers,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-05-28,Executive Order 5355-Rental and Subsistence Allowances of Officers,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-12365-foreign-assistance-and-arms-control,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1982-05-24,Executive Order 12365-Foreign Assistance and Arms Control,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-5855-assignment-frequencies-government-radio-stations,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1932-06-06,Executive Order 5855-Assignment of Frequencies to Government Radio Stations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0
executive-order-6250-code-fair-competition-for-the-legitimate-full-length-dramatic-and,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1933-08-16,Executive Order 6250-Code of Fair Competition for the Legitimate Full Length Dramatic and Musical Theatrical Industry,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,0.0
executive-order-9848-disposal-certain-foreign-merchant-vessels,Harry S Truman,33rd President of the United States: 1945 ‐ 1953,1947-05-08,Executive Order 9848-Disposal of Certain Foreign Merchant Vessels,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-12779-prohibiting-certain-transactions-with-respect-haiti,George Bush,41st President of the United States: 1989 ‐ 1993,1991-10-28,Executive Order 12779-Prohibiting Certain Transactions With Respect to Haiti,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,4.0,1.0,3.0,3.0,1.0
executive-order-11701-employment-veterans-federal-agencies-and-government-contractors-and,Richard Nixon,37th President of the United States: 1969 ‐ 1974,1973-01-24,Executive Order 11701-Employment of Veterans by Federal Agencies and Government Contractors and Subcontractors,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
executive-order-7458-transferring-the-rural-electrification-administration-established-the,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1936-09-26,"Executive Order 7458-Transferring to the Rural Electrification Administration Established by the Rural Electrification Act of 1936 the Functions, Property, and Personnel of the Rural Electrification Administration Established by Executive Order No. 7037 of May 11, 1935",2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0
executive-order-8631-prescribing-regulations-governing-the-exportation-articles-and,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1941-01-10,"Executive Order 8631-Prescribing Regulations Governing the Exportation of Articles and Materials Designated in the President's Proclamation of January 10, 1941, Issued Pursuant to the Provisions of Section 6 of the Act of Congress Approved July 2, 1940, and Amending Regulations of July 2, 1940, Covering the Exportation of Certain Articles and Materials",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,2.0,3.0,4.0,0.0
executive-order-1062-directing-heads-departments-comply-with-congressional-resolutions,William Howard Taft,27th President of the United States: 1909 ‐ 1913,1909-04-14,Executive Order 1062-Directing Heads of Departments to Comply with Congressional Resolutions Requesting Information When in the Public Interest,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-6041-authorizing-the-appointment-mrs-adelle-b-freeman,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1933-02-21,Executive Order 6041-Authorizing the Appointment of Mrs. Adelle B. Freeman,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-6711-prescribing-regulation-prohibiting-dismissal-employees-for-reporting,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1934-05-15,Executive Order 6711-Prescribing a Regulation Prohibiting Dismissal of Employees for Reporting Alleged Violations of Codes of Fair Competition,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
executive-order-156,William McKinley,25th President of the United States: 1897 ‐ 1901,1899-04-01,Executive Order,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
executive-order-5321-inspection-tax-returns-department-commerce-for-statistical-purposes,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1930-04-08,Executive Order 5321-Inspection of Tax Returns by Department of Commerce for Statistical Purposes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-14090-adjustments-certain-rates-pay,"Joseph R. Biden, Jr.",46th President of the United States: 2021-2025,2022-12-23,Executive Order 14090-Adjustments of Certain Rates of Pay,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
executive-order-12592-presidents-commission-compensation-career-federal-executives,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1987-04-10,Executive Order 12592-President's Commission on Compensation of Career Federal Executives,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
executive-order-8574-selective-service-regulations,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1940-10-22,Executive Order 8574-Selective Service Regulations,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
executive-order-12517-delegation-concerning-the-united-states-india-fund-for-cultural,Ronald Reagan,40th President of the United States: 1981 ‐ 1989,1985-05-29,"Executive Order 12517-Delegation Concerning the United States- India Fund for Cultural, Educational, and Scientific Cooperation",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-9242-amending-executive-order-no-9158-may-11-1942-provide-that-the-air,Franklin D. Roosevelt,32nd President of the United States: 1933 ‐ 1945,1942-09-11,"Executive Order 9242-A-Amending Executive Order No. 9158 of May 11, 1942, To Provide That the Air Medal May Be Awarded to Persons Serving With the Army, Navy, Marine Corps, or Coast Guard of the United States",5.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
executive-order-5647-inspection-income-tax-returns,Herbert Hoover,31st President of the United States: 1929 ‐ 1933,1931-06-09,Executive Order 5647-Inspection of Income-Tax Returns,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-10969-creating-emergency-board-investigate-dispute-between-the-reading,John F. Kennedy,35th President of the United States: 1961 ‐ 1963,1961-10-11,Executive Order 10969-Creating an Emergency Board to Investigate a Dispute Between the Reading Company and Certain of its Employees,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
executive-order-adding-the-malheur-indian-reservation,Ulysses S. Grant,18th President of the United States: 1869 ‐ 1877,1875-05-15,Executive Order-Adding to the Malheur Indian Reservation,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0
executive-order-11269-national-advisory-council-international-monetary-and-financial,Lyndon B. Johnson,36th President of the United States: 1963 ‐ 1969,1966-02-14,Executive Order 11269-National Advisory Council on International Monetary and Financial Policies,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
